x_value,y_value,z_value 
9421,10587,5677
9422,10585,5675
9423,10591,5671
9424,10597,5672
9425,10604,5678
9426,10612,5681
9427,10616,5676
9428,10610,5682
9429,10605,5682
9430,10601,5683
9431,10598,5682
9432,10595,5678
9433,10590,5676
9434,10598,5676
9435,10603,5682
9436,10602,5684
9437,10598,5686
9438,10599,5681
9439,10594,5681
9440,10597,5676
9441,10603,5677
9442,10610,5681
9443,10610,5687
9444,10616,5690
9445,10623,5690
9446,10622,5685
9447,10628,5684
9448,10633,5684
9449,10639,5685
9450,10642,5687
9451,10638,5684
9452,10641,5684
9453,10636,5690
9454,10637,5685
9455,10636,5684
9456,10642,5689
9457,10648,5695
9458,10643,5699
9459,10651,5700
9460,10655,5705
9461,10653,5704
9462,10652,5708
9463,10652,5712
9464,10648,5717
9465,10642,5716
9466,10648,5721
9467,10653,5718
9468,10656,5723
9469,10655,5727
9470,10660,5725
9471,10666,5721
9472,10674,5720
9473,10668,5723
9474,10665,5729
9475,10667,5735
9476,10667,5734
9477,10665,5731
9478,10672,5733
9479,10677,5729
9480,10671,5727
9481,10669,5732
9482,10673,5732
9483,10672,5730
9484,10673,5728
9485,10667,5727
9486,10664,5723
9487,10672,5724
9488,10675,5720
9489,10680,5722
9490,10677,5718
9491,10672,5721
9492,10673,5726
9493,10676,5730
9494,10683,5733
9495,10691,5730
9496,10696,5732
9497,10704,5727
9498,10712,5730
9499,10719,5733
9500,10726,5732
9501,10729,5729
9502,10736,5734
9503,10736,5736
9504,10730,5733
9505,10734,5738
9506,10741,5736
9507,10746,5741
9508,10744,5747
9509,10744,5753
9510,10751,5759
9511,10747,5758
9512,10746,5760
9513,10751,5761
9514,10753,5765
9515,10756,5767
9516,10750,5769
9517,10748,5771
9518,10755,5766
9519,10755,5764
9520,10756,5759
9521,10752,5759
9522,10757,5764
9523,10755,5770
9524,10752,5772
9525,10753,5767
9526,10760,5765
9527,10765,5764
9528,10760,5762
9529,10754,5764
9530,10762,5766
9531,10759,5766
9532,10766,5769
9533,10768,5774
9534,10771,5779
9535,10775,5779
9536,10772,5779
9537,10779,5777
9538,10773,5782
9539,10779,5783
9540,10781,5779
9541,10780,5783
9542,10775,5783
9543,10780,5780
9544,10779,5781
9545,10775,5778
9546,10769,5782
9547,10774,5786
9548,10780,5790
9549,10784,5791
9550,10784,5790
9551,10778,5796
9552,10784,5799
9553,10785,5805
9554,10788,5807
9555,10795,5808
9556,10799,5807
9557,10794,5802
9558,10802,5805
9559,10799,5807
9560,10807,5802
9561,10809,5798
9562,10813,5802
9563,10818,5801
9564,10819,5801
9565,10818,5805
9566,10815,5800
9567,10823,5802
9568,10826,5799
9569,10831,5805
9570,10825,5807
9571,10829,5808
9572,10836,5811
9573,10837,5811
9574,10836,5806
9575,10837,5810
9576,10831,5808
9577,10836,5809
9578,10832,5806
9579,10833,5811
9580,10841,5812
9581,10840,5811
9582,10844,5817
9583,10850,5820
9584,10855,5816
9585,10860,5817
9586,10855,5815
9587,10858,5817
9588,10853,5817
9589,10853,5814
9590,10850,5810
9591,10847,5807
9592,10851,5802
9593,10857,5799
9594,10864,5803
9595,10864,5803
9596,10862,5805
9597,10868,5808
9598,10866,5809
9599,10867,5814
9600,10866,5820
9601,10868,5822
9602,10871,5819
9603,10867,5814
9604,10869,5820
9605,10871,5825
9606,10871,5829
9607,10870,5825
9608,10878,5830
9609,10877,5825
9610,10879,5824
9611,10877,5828
9612,10884,5827
9613,10881,5830
9614,10876,5827
9615,10877,5832
9616,10875,5833
9617,10879,5828
9618,10882,5834
9619,10884,5837
9620,10887,5838
9621,10887,5836
9622,10891,5838
9623,10896,5834
9624,10900,5833
9625,10900,5839
9626,10905,5837
9627,10910,5832
9628,10906,5832
9629,10902,5827
9630,10910,5830
9631,10918,5835
9632,10914,5840
9633,10913,5846
9634,10909,5845
9635,10906,5842
9636,10901,5839
9637,10906,5845
9638,10906,5841
9639,10900,5843
9640,10900,5842
9641,10904,5837
9642,10898,5843
9643,10902,5839
9644,10896,5844
9645,10904,5844
9646,10903,5848
9647,10897,5850
9648,10905,5853
9649,10906,5857
9650,10914,5862
9651,10919,5862
9652,10923,5860
9653,10931,5857
9654,10925,5860
9655,10921,5866
9656,10921,5861
9657,10920,5864
9658,10927,5870
9659,10926,5869
9660,10928,5867
9661,10923,5862
9662,10923,5857
9663,10930,5852
9664,10932,5857
9665,10934,5858
9666,10936,5861
9667,10934,5865
9668,10935,5871
9669,10940,5875
9670,10937,5879
9671,10942,5880
9672,10943,5878
9673,10941,5873
9674,10948,5874
9675,10953,5871
9676,10957,5874
9677,10956,5872
9678,10950,5873
9679,10958,5879
9680,10957,5877
9681,10957,5881
9682,10965,5877
9683,10967,5872
9684,10969,5870
9685,10973,5875
9686,10979,5878
9687,10986,5873
9688,10990,5870
9689,10989,5874
9690,10996,5872
9691,10995,5869
9692,10996,5865
9693,11004,5866
9694,11007,5863
9695,11014,5859
9696,11013,5855
9697,11015,5852
9698,11019,5848
9699,11014,5853
9700,11014,5859
9701,11021,5861
9702,11022,5866
9703,11024,5871
9704,11028,5870
9705,11030,5865
9706,11036,5863
9707,11033,5860
9708,11028,5860
9709,11035,5859
9710,11031,5858
9711,11039,5860
9712,11036,5866
9713,11042,5869
9714,11049,5872
9715,11054,5869
9716,11050,5870
9717,11047,5875
9718,11050,5870
9719,11044,5874
9720,11041,5879
9721,11042,5885
9722,11039,5885
9723,11034,5883
9724,11031,5888
9725,11031,5890
9726,11032,5889
9727,11035,5894
9728,11031,5899
9729,11035,5900
9730,11036,5895
9731,11038,5901
9732,11044,5898
9733,11043,5894
9734,11050,5891
9735,11055,5887
9736,11053,5887
9737,11048,5885
9738,11050,5884
9739,11057,5879
9740,11056,5875
9741,11059,5880
9742,11061,5885
9743,11066,5887
9744,11071,5883
9745,11076,5887
9746,11084,5884
9747,11086,5880
9748,11092,5885
9749,11086,5882
9750,11090,5885
9751,11088,5885
9752,11082,5882
9753,11084,5881
9754,11089,5879
9755,11084,5885
9756,11091,5885
9757,11098,5890
9758,11106,5891
9759,11114,5895
9760,11122,5893
9761,11124,5890
9762,11130,5888
9763,11131,5893
9764,11127,5889
9765,11123,5892
9766,11130,5897
9767,11127,5896
9768,11131,5899
9769,11128,5898
9770,11129,5895
9771,11127,5893
9772,11122,5898
9773,11119,5898
9774,11118,5897
9775,11125,5892
9776,11121,5898
9777,11127,5904
9778,11121,5906
9779,11120,5908
9780,11119,5905
9781,11118,5902
9782,11116,5900
9783,11110,5906
9784,11111,5912
9785,11106,5909
9786,11104,5906
9787,11105,5907
9788,11104,5907
9789,11098,5910
9790,11099,5912
9791,11105,5913
9792,11107,5913
9793,11112,5910
9794,11115,5907
9795,11119,5903
9796,11122,5900
9797,11129,5904
9798,11134,5900
9799,11138,5901
9800,11135,5904
9801,11142,5900
9802,11136,5895
9803,11137,5898
9804,11143,5903
9805,11143,5905
9806,11150,5900
9807,11156,5900
9808,11153,5895
9809,11154,5901
9810,11158,5902
9811,11155,5906
9812,11152,5912
9813,11156,5909
9814,11159,5904
9815,11161,5907
9816,11165,5908
9817,11167,5907
9818,11167,5902
9819,11165,5900
9820,11172,5895
9821,11169,5890
9822,11167,5886
9823,11172,5888
9824,11174,5888
9825,11179,5891
9826,11178,5897
9827,11184,5892
9828,11184,5891
9829,11181,5889
9830,11184,5888
9831,11180,5893
9832,11181,5898
9833,11187,5893
9834,11194,5899
9835,11191,5898
9836,11189,5894
9837,11194,5898
9838,11195,5900
9839,11203,5905
9840,11204,5908
9841,11205,5903
9842,11212,5902
9843,11210,5899
9844,11217,5897
9845,11218,5896
9846,11224,5892
9847,11220,5898
9848,11218,5899
9849,11212,5896
9850,11216,5898
9851,11210,5893
9852,11211,5894
9853,11214,5893
9854,11214,5893
9855,11209,5898
9856,11204,5900
9857,11201,5900
9858,11206,5895
9859,11211,5898
9860,11216,5893
9861,11215,5889
9862,11221,5894
9863,11223,5898
9864,11223,5894
9865,11226,5894
9866,11234,5897
9867,11239,5892
9868,11241,5891
9869,11240,5889
9870,11238,5889
9871,11234,5893
9872,11236,5893
9873,11244,5889
9874,11251,5891
9875,11254,5889
9876,11259,5887
9877,11255,5893
9878,11250,5895
9879,11245,5899
9880,11241,5897
9881,11241,5897
9882,11240,5903
9883,11240,5901
9884,11238,5904
9885,11242,5906
9886,11247,5901
9887,11250,5904
9888,11256,5905
9889,11256,5908
9890,11261,5912
9891,11268,5916
9892,11266,5917
9893,11263,5922
9894,11267,5928
9895,11275,5929
9896,11269,5928
9897,11277,5931
9898,11285,5928
9899,11281,5926
9900,11288,5930
9901,11292,5936
9902,11288,5939
9903,11286,5942
9904,11290,5944
9905,11292,5948
9906,11286,5951
9907,11287,5951
9908,11287,5957
9909,11291,5963
9910,11290,5967
9911,11294,5967
9912,11298,5967
9913,11300,5962
9914,11300,5966
9915,11303,5965
9916,11303,5969
9917,11303,5975
9918,11299,5975
9919,11300,5971
9920,11296,5974
9921,11299,5979
9922,11300,5976
9923,11299,5972
9924,11299,5976
9925,11299,5976
9926,11299,5974
9927,11307,5975
9928,11313,5975
9929,11319,5975
9930,11321,5974
9931,11321,5970
9932,11322,5968
9933,11319,5964
9934,11319,5969
9935,11314,5966
9936,11312,5968
9937,11308,5974
9938,11309,5974
9939,11314,5977
9940,11319,5976
9941,11313,5978
9942,11312,5974
9943,11313,5979
9944,11318,5977
9945,11318,5979
9946,11316,5979
9947,11323,5979
9948,11321,5975
9949,11319,5973
9950,11322,5969
9951,11323,5975
9952,11317,5981
9953,11323,5976
9954,11321,5980
9955,11321,5985
9956,11318,5991
9957,11325,5989
9958,11320,5984
9959,11318,5980
9960,11322,5976
9961,11321,5975
9962,11325,5970
9963,11333,5974
9964,11327,5978
9965,11327,5977
9966,11334,5983
9967,11332,5979
9968,11337,5974
9969,11331,5969
9970,11329,5971
9971,11326,5973
9972,11332,5973
9973,11330,5968
9974,11329,5972
9975,11336,5976
9976,11334,5975
9977,11341,5980
9978,11342,5975
9979,11344,5981
9980,11342,5985
9981,11343,5988
9982,11341,5986
9983,11343,5987
9984,11347,5989
9985,11354,5992
9986,11356,5995
9987,11360,5995
9988,11361,6000
9989,11367,5995
9990,11375,5998
9991,11374,6002
9992,11373,5999
9993,11373,5994
9994,11373,5999
9995,11375,5995
9996,11379,5998
9997,11374,5995
9998,11375,5996
9999,11378,5995
10000,11386,5992
10001,11391,5989
10002,11391,5995
10003,11388,5993
10004,11393,5999
10005,11397,5994
10006,11403,5999
10007,11407,6004
10008,11405,6005
10009,11409,6000
10010,11415,6005
10011,11422,6008
10012,11427,6008
10013,11434,6007
10014,11429,6005
10015,11431,6000
10016,11432,5999
10017,11438,6000
10018,11436,5995
10019,11433,5997
10020,11439,5996
10021,11445,5991
10022,11451,5994
10023,11450,5998
10024,11455,5998
10025,11451,6000
10026,11449,5995
10027,11452,5999
10028,11446,6000
10029,11443,6003
10030,11441,6003
10031,11446,6004
10032,11442,6010
10033,11441,6007
10034,11436,6002
10035,11439,6008
10036,11446,6004
10037,11445,6010
10038,11443,6016
10039,11443,6019
10040,11443,6016
10041,11438,6022
10042,11434,6022
10043,11440,6017
10044,11446,6023
10045,11451,6026
10046,11449,6030
10047,11447,6030
10048,11441,6036
10049,11446,6040
10050,11443,6043
10051,11440,6041
10052,11446,6044
10053,11450,6043
10054,11444,6048
10055,11447,6047
10056,11450,6047
10057,11446,6043
10058,11447,6048
10059,11451,6044
10060,11456,6049
10061,11463,6044
10062,11469,6048
10063,11467,6050
10064,11463,6055
10065,11463,6056
10066,11465,6056
10067,11465,6060
10068,11463,6057
10069,11467,6052
10070,11469,6054
10071,11470,6051
10072,11472,6052
10073,11470,6048
10074,11470,6044
10075,11473,6049
10076,11474,6044
10077,11480,6047
10078,11474,6048
10079,11473,6053
10080,11481,6059
10081,11481,6057
10082,11483,6057
10083,11490,6055
10084,11498,6050
10085,11500,6050
10086,11500,6056
10087,11494,6058
10088,11491,6059
10089,11495,6060
10090,11501,6065
10091,11504,6065
10092,11500,6071
10093,11498,6067
10094,11505,6073
10095,11503,6077
10096,11502,6083
10097,11504,6089
10098,11505,6095
10099,11504,6098
10100,11508,6094
10101,11513,6094
10102,11516,6090
10103,11512,6086
10104,11507,6088
10105,11511,6094
10106,11508,6089
10107,11516,6086
10108,11523,6091
10109,11530,6088
10110,11535,6090
10111,11530,6088
10112,11531,6094
10113,11531,6096
10114,11537,6102
10115,11543,6100
10116,11537,6096
10117,11542,6091
10118,11542,6095
10119,11543,6100
10120,11545,6100
10121,11550,6098
10122,11558,6096
10123,11557,6094
10124,11559,6095
10125,11562,6096
10126,11566,6091
10127,11562,6094
10128,11567,6095
10129,11561,6099
10130,11567,6103
10131,11571,6102
10132,11570,6105
10133,11572,6100
10134,11574,6106
10135,11581,6101
10136,11577,6096
10137,11580,6097
10138,11585,6099
10139,11581,6105
10140,11582,6104
10141,11581,6104
10142,11578,6107
10143,11584,6103
10144,11585,6102
10145,11583,6101
10146,11577,6105
10147,11572,6102
10148,11572,6100
10149,11566,6104
10150,11562,6099
10151,11557,6099
10152,11556,6095
10153,11558,6097
10154,11565,6095
10155,11565,6095
10156,11563,6097
10157,11568,6094
10158,11570,6090
10159,11569,6091
10160,11564,6096
10161,11566,6097
10162,11569,6101
10163,11569,6098
10164,11564,6101
10165,11561,6102
10166,11562,6101
10167,11560,6106
10168,11559,6111
10169,11559,6109
10170,11553,6115
10171,11559,6113
10172,11553,6118
10173,11551,6123
10174,11551,6123
10175,11549,6126
10176,11549,6129
10177,11549,6127
10178,11543,6122
10179,11549,6118
10180,11548,6118
10181,11547,6119
10182,11541,6114
10183,11546,6109
10184,11540,6111
10185,11543,6115
10186,11537,6121
10187,11542,6120
10188,11537,6117
10189,11543,6114
10190,11545,6109
10191,11545,6115
10192,11549,6114
10193,11556,6113
10194,11562,6114
10195,11564,6118
10196,11564,6116
10197,11571,6120
10198,11569,6126
10199,11569,6128
10200,11574,6133
10201,11580,6137
10202,11576,6138
10203,11574,6135
10204,11571,6140
10205,11567,6137
10206,11573,6142
10207,11572,6148
10208,11576,6151
10209,11573,6156
10210,11568,6161
10211,11565,6163
10212,11569,6168
10213,11571,6164
10214,11568,6161
10215,11576,6158
10216,11583,6161
10217,11581,6157
10218,11583,6157
10219,11588,6163
10220,11588,6166
10221,11583,6163
10222,11585,6167
10223,11579,6164
10224,11573,6162
10225,11581,6165
10226,11588,6168
10227,11592,6169
10228,11590,6172
10229,11596,6169
10230,11595,6164
10231,11589,6163
10232,11586,6162
10233,11588,6160
10234,11586,6164
10235,11587,6168
10236,11589,6171
10237,11592,6175
10238,11595,6177
10239,11596,6181
10240,11598,6187
10241,11598,6183
10242,11594,6183
10243,11598,6188
10244,11602,6193
10245,11610,6196
10246,11612,6196
10247,11615,6192
10248,11620,6196
10249,11627,6202
10250,11632,6205
10251,11627,6209
10252,11626,6206
10253,11624,6201
10254,11629,6200
10255,11632,6195
10256,11627,6192
10257,11631,6187
10258,11637,6192
10259,11640,6193
10260,11648,6188
10261,11656,6194
10262,11657,6191
10263,11662,6186
10264,11665,6188
10265,11673,6194
10266,11678,6195
10267,11674,6194
10268,11680,6193
10269,11679,6191
10270,11681,6194
10271,11675,6195
10272,11683,6197
10273,11691,6200
10274,11686,6199
10275,11683,6197
10276,11679,6201
10277,11687,6207
10278,11685,6212
10279,11693,6212
10280,11692,6209
10281,11691,6207
10282,11694,6206
10283,11691,6208
10284,11695,6207
10285,11697,6204
10286,11695,6206
10287,11692,6212
10288,11691,6218
10289,11695,6221
10290,11692,6217
10291,11688,6215
10292,11684,6213
10293,11684,6214
10294,11689,6219
10295,11683,6221
10296,11679,6216
10297,11684,6213
10298,11692,6214
10299,11699,6218
10300,11695,6217
10301,11703,6222
10302,11710,6217
10303,11705,6216
10304,11710,6213
10305,11715,6218
10306,11723,6223
10307,11731,6220
10308,11730,6220
10309,11724,6218
10310,11731,6219
10311,11728,6223
10312,11736,6223
10313,11744,6220
10314,11750,6225
10315,11746,6230
10316,11753,6228
10317,11754,6225
10318,11748,6220
10319,11751,6223
10320,11751,6220
10321,11748,6215
10322,11750,6220
10323,11749,6217
10324,11753,6212
10325,11751,6216
10326,11754,6213
10327,11754,6211
10328,11756,6217
10329,11756,6217
10330,11752,6219
10331,11759,6214
10332,11761,6214
10333,11767,6211
10334,11773,6212
10335,11778,6210
10336,11781,6214
10337,11785,6216
10338,11782,6214
10339,11787,6213
10340,11792,6213
10341,11793,6215
10342,11801,6219
10343,11796,6223
10344,11802,6229
10345,11810,6224
10346,11808,6228
10347,11809,6225
10348,11806,6226
10349,11810,6224
10350,11808,6227
10351,11812,6229
10352,11808,6233
10353,11802,6231
10354,11806,6228
10355,11808,6231
10356,11804,6235
10357,11800,6236
10358,11796,6240
10359,11804,6239
10360,11812,6236
10361,11810,6232
10362,11816,6237
10363,11824,6240
10364,11828,6241
10365,11833,6237
10366,11838,6234
10367,11833,6238
10368,11838,6234
10369,11846,6230
10370,11844,6235
10371,11844,6230
10372,11839,6236
10373,11839,6234
10374,11842,6232
10375,11839,6231
10376,11846,6230
10377,11849,6227
10378,11852,6224
10379,11857,6222
10380,11853,6220
10381,11855,6226
10382,11850,6226
10383,11852,6221
10384,11849,6218
10385,11853,6221
10386,11860,6227
10387,11858,6225
10388,11863,6225
10389,11870,6229
10390,11868,6231
10391,11872,6234
10392,11878,6235
10393,11877,6233
10394,11872,6228
10395,11868,6233
10396,11869,6229
10397,11863,6225
10398,11865,6221
10399,11865,6222
10400,11873,6227
10401,11869,6226
10402,11868,6224
10403,11862,6229
10404,11864,6224
10405,11864,6224
10406,11859,6219
10407,11857,6223
10408,11865,6227
10409,11867,6233
10410,11861,6230
10411,11864,6236
10412,11862,6235
10413,11863,6234
10414,11857,6232
10415,11852,6235
10416,11860,6235
10417,11855,6238
10418,11859,6239
10419,11857,6244
10420,11855,6240
10421,11858,6237
10422,11855,6243
10423,11863,6238
10424,11868,6240
10425,11863,6244
10426,11859,6250
10427,11864,6252
10428,11858,6248
10429,11864,6250
10430,11864,6246
10431,11865,6246
10432,11863,6242
10433,11859,6244
10434,11859,6249
10435,11857,6244
10436,11854,6250
10437,11858,6254
10438,11857,6260
10439,11856,6258
10440,11860,6257
10441,11868,6252
10442,11869,6254
10443,11867,6253
10444,11864,6259
10445,11867,6258
10446,11869,6256
10447,11869,6254
10448,11867,6258
10449,11865,6264
10450,11870,6270
10451,11872,6271
10452,11874,6274
10453,11875,6269
10454,11880,6267
10455,11878,6268
10456,11881,6264
10457,11888,6267
10458,11882,6272
10459,11887,6272
10460,11882,6268
10461,11876,6271
10462,11881,6273
10463,11876,6274
10464,11881,6277
10465,11882,6282
10466,11884,6277
10467,11889,6275
10468,11888,6278
10469,11882,6277
10470,11881,6283
10471,11884,6287
10472,11891,6289
10473,11890,6289
10474,11890,6295
10475,11892,6292
10476,11895,6287
10477,11897,6284
10478,11891,6288
10479,11890,6283
10480,11893,6288
10481,11901,6293
10482,11902,6289
10483,11899,6291
10484,11901,6291
10485,11895,6294
10486,11900,6290
10487,11895,6285
10488,11898,6287
10489,11901,6290
10490,11908,6289
10491,11916,6295
10492,11910,6293
10493,11915,6294
10494,11921,6294
10495,11917,6293
10496,11925,6298
10497,11928,6293
10498,11925,6288
10499,11920,6286
10500,11925,6287
10501,11928,6293
10502,11922,6290
10503,11923,6291
10504,11929,6288
10505,11930,6294
10506,11938,6293
10507,11945,6295
10508,11940,6297
10509,11948,6293
10510,11944,6297
10511,11939,6302
10512,11947,6304
10513,11955,6303
10514,11954,6308
10515,11951,6310
10516,11956,6306
10517,11963,6308
10518,11962,6314
10519,11970,6309
10520,11978,6306
10521,11986,6302
10522,11989,6298
10523,11990,6301
10524,11998,6302
10525,11995,6302
10526,11999,6304
10527,12007,6308
10528,12005,6312
10529,12002,6309
10530,11997,6314
10531,11996,6313
10532,11992,6317
10533,11997,6322
10534,11993,6321
10535,11998,6321
10536,11992,6322
10537,11988,6322
10538,11996,6323
10539,11992,6319
10540,11986,6318
10541,11993,6322
10542,11988,6320
10543,11987,6316
10544,11994,6312
10545,11988,6318
10546,11984,6323
10547,11979,6325
10548,11975,6327
10549,11981,6328
10550,11979,6333
10551,11977,6331
10552,11978,6326
10553,11977,6326
10554,11975,6330
10555,11981,6336
10556,11984,6332
10557,11982,6337
10558,11982,6336
10559,11987,6336
10560,11985,6339
10561,11991,6334
10562,11988,6333
10563,11994,6330
10564,11995,6325
10565,11992,6331
10566,11989,6336
10567,11988,6334
10568,11988,6333
10569,11982,6328
10570,11977,6323
10571,11977,6319
10572,11981,6314
10573,11978,6317
10574,11978,6318
10575,11975,6318
10576,11983,6324
10577,11991,6328
10578,11989,6324
10579,11996,6322
10580,12000,6327
10581,11995,6328
10582,11993,6330
10583,11991,6336
10584,11992,6332
10585,12000,6338
10586,11995,6342
10587,11999,6346
10588,12004,6350
10589,12009,6354
10590,12017,6358
10591,12020,6358
10592,12020,6360
10593,12027,6362
10594,12034,6358
10595,12037,6356
10596,12038,6359
10597,12043,6358
10598,12049,6363
10599,12055,6369
10600,12053,6371
10601,12048,6376
10602,12052,6378
10603,12060,6374
10604,12065,6379
10605,12071,6377
10606,12078,6379
10607,12074,6385
10608,12068,6388
10609,12074,6386
10610,12071,6388
10611,12077,6392
10612,12079,6387
10613,12077,6383
10614,12082,6387
10615,12078,6383
10616,12084,6385
10617,12090,6383
10618,12085,6385
10619,12089,6383
10620,12084,6387
10621,12084,6392
10622,12083,6393
10623,12088,6399
10624,12087,6397
10625,12084,6392
10626,12079,6392
10627,12079,6397
10628,12077,6396
10629,12071,6402
10630,12074,6404
10631,12073,6405
10632,12081,6403
10633,12088,6409
10634,12095,6414
10635,12101,6409
10636,12109,6410
10637,12107,6412
10638,12105,6412
10639,12099,6411
10640,12095,6409
10641,12092,6408
10642,12086,6413
10643,12089,6417
10644,12093,6419
10645,12097,6422
10646,12099,6428
10647,12104,6430
10648,12102,6425
10649,12102,6431
10650,12103,6437
10651,12104,6443
10652,12110,6440
10653,12114,6441
10654,12122,6441
10655,12121,6440
10656,12119,6445
10657,12121,6450
10658,12115,6449
10659,12114,6453
10660,12122,6459
10661,12118,6461
10662,12118,6461
10663,12124,6465
10664,12132,6463
10665,12139,6462
10666,12134,6463
10667,12134,6469
10668,12142,6472
10669,12137,6472
10670,12137,6471
10671,12132,6469
10672,12130,6464
10673,12126,6464
10674,12123,6466
10675,12126,6461
10676,12122,6464
10677,12127,6461
10678,12132,6457
10679,12136,6461
10680,12140,6460
10681,12139,6464
10682,12137,6464
10683,12137,6459
10684,12144,6462
10685,12141,6457
10686,12137,6460
10687,12145,6466
10688,12144,6464
10689,12148,6461
10690,12143,6461
10691,12143,6466
10692,12148,6468
10693,12154,6470
10694,12154,6474
10695,12153,6470
10696,12161,6468
10697,12165,6466
10698,12170,6461
10699,12173,6462
10700,12171,6465
10701,12168,6467
10702,12164,6463
10703,12164,6463
10704,12168,6458
10705,12166,6454
10706,12173,6457
10707,12178,6452
10708,12184,6458
10709,12187,6458
10710,12190,6464
10711,12198,6464
10712,12196,6460
10713,12201,6457
10714,12198,6458
10715,12193,6462
10716,12193,6464
10717,12189,6464
10718,12189,6468
10719,12192,6466
10720,12194,6471
10721,12197,6475
10722,12195,6478
10723,12190,6483
10724,12196,6484
10725,12192,6481
10726,12189,6482
10727,12183,6485
10728,12179,6486
10729,12180,6486
10730,12182,6488
10731,12182,6485
10732,12190,6489
10733,12190,6490
10734,12184,6492
10735,12179,6490
10736,12187,6486
10737,12191,6485
10738,12197,6484
10739,12202,6480
10740,12200,6483
10741,12205,6480
10742,12212,6475
10743,12206,6477
10744,12211,6472
10745,12205,6474
10746,12210,6474
10747,12207,6471
10748,12205,6474
10749,12205,6472
10750,12213,6477
10751,12216,6472
10752,12210,6472
10753,12217,6473
10754,12212,6470
10755,12206,6471
10756,12206,6472
10757,12212,6470
10758,12210,6476
10759,12211,6478
10760,12216,6476
10761,12212,6480
10762,12213,6478
10763,12213,6481
10764,12212,6486
10765,12220,6488
10766,12214,6487
10767,12218,6493
10768,12224,6491
10769,12219,6489
10770,12217,6493
10771,12223,6497
10772,12231,6501
10773,12239,6499
10774,12239,6502
10775,12244,6500
10776,12248,6495
10777,12253,6499
10778,12256,6496
10779,12261,6491
10780,12264,6490
10781,12268,6487
10782,12263,6488
10783,12262,6489
10784,12264,6491
10785,12261,6491
10786,12256,6495
10787,12259,6494
10788,12256,6500
10789,12253,6495
10790,12259,6493
10791,12264,6494
10792,12272,6498
10793,12279,6497
10794,12280,6492
10795,12287,6487
10796,12287,6484
10797,12290,6481
10798,12291,6478
10799,12287,6484
10800,12293,6480
10801,12295,6480
10802,12292,6480
10803,12297,6480
10804,12292,6475
10805,12298,6478
10806,12302,6481
10807,12306,6480
10808,12313,6477
10809,12319,6476
10810,12315,6481
10811,12317,6484
10812,12323,6486
10813,12325,6482
10814,12329,6486
10815,12336,6484
10816,12337,6479
10817,12335,6478
10818,12334,6484
10819,12332,6488
10820,12334,6483
10821,12329,6483
10822,12324,6483
10823,12327,6483
10824,12332,6487
10825,12328,6489
10826,12330,6487
10827,12331,6485
10828,12332,6487
10829,12333,6490
10830,12337,6486
10831,12338,6481
10832,12345,6482
10833,12344,6487
10834,12345,6488
10835,12351,6493
10836,12351,6495
10837,12353,6501
10838,12350,6499
10839,12351,6495
10840,12354,6501
10841,12352,6504
10842,12348,6500
10843,12353,6497
10844,12353,6497
10845,12359,6502
10846,12364,6498
10847,12364,6494
10848,12371,6499
10849,12373,6495
10850,12371,6492
10851,12374,6489
10852,12369,6490
10853,12367,6486
10854,12361,6485
10855,12366,6480
10856,12360,6475
10857,12359,6471
10858,12358,6472
10859,12352,6469
10860,12357,6473
10861,12357,6478
10862,12352,6475
10863,12352,6473
10864,12346,6469
10865,12342,6471
10866,12344,6468
10867,12346,6467
10868,12344,6466
10869,12351,6471
10870,12356,6474
10871,12362,6476
10872,12369,6480
10873,12370,6485
10874,12366,6481
10875,12371,6486
10876,12365,6481
10877,12359,6477
10878,12357,6473
10879,12364,6479
10880,12364,6484
10881,12359,6484
10882,12367,6481
10883,12373,6479
10884,12380,6480
10885,12386,6483
10886,12394,6478
10887,12401,6475
10888,12408,6472
10889,12410,6473
10890,12408,6474
10891,12402,6477
10892,12409,6472
10893,12410,6476
10894,12410,6472
10895,12408,6478
10896,12413,6475
10897,12407,6479
10898,12411,6478
10899,12417,6484
10900,12417,6483
10901,12423,6489
10902,12422,6495
10903,12425,6492
10904,12424,6492
10905,12425,6491
10906,12419,6488
10907,12420,6486
10908,12427,6488
10909,12434,6488
10910,12437,6486
10911,12439,6484
10912,12444,6483
10913,12439,6479
10914,12437,6476
10915,12434,6471
10916,12428,6466
10917,12428,6463
10918,12423,6465
10919,12425,6471
10920,12422,6475
10921,12427,6475
10922,12421,6478
10923,12427,6475
10924,12422,6480
10925,12429,6485
10926,12428,6481
10927,12431,6486
10928,12425,6487
10929,12430,6482
10930,12437,6482
10931,12439,6480
10932,12444,6480
10933,12445,6484
10934,12443,6488
10935,12447,6485
10936,12443,6485
10937,12438,6486
10938,12433,6484
10939,12438,6480
10940,12443,6477
10941,12445,6480
10942,12449,6478
10943,12454,6473
10944,12455,6474
10945,12452,6472
10946,12459,6478
10947,12455,6482
10948,12451,6487
10949,12454,6490
10950,12448,6493
10951,12446,6499
10952,12451,6502
10953,12447,6499
10954,12447,6501
10955,12454,6502
10956,12458,6498
10957,12456,6498
10958,12460,6504
10959,12467,6505
10960,12473,6502
10961,12481,6500
10962,12489,6499
10963,12486,6502
10964,12485,6508
10965,12481,6511
10966,12489,6512
10967,12488,6508
10968,12485,6514
10969,12487,6515
10970,12491,6516
10971,12495,6522
10972,12501,6517
10973,12509,6522
10974,12512,6527
